news_title,label
산업재해 자기규율 예방체계 구축…고용부 법령정비추진반 가동,0
"교통안전공단, ICT 기반 자동차검사소 스마트 안전관리 시스템 개발 추진",0
"고용부, '스마트 안전장비 보급·확산사업' 첫 시행…최대 3천만원 지원",0
"국토안전관리원 ""스마트 안전장비 지원 신청 받습니다""",0
"[종합] KCC건설 공사장서 또 근로자 사망…고용부, 중대재해법 조사 착수",0
세아베스틸 화상 근로자 치료 중 숨져…중대재해법 조사,0
"[단독]국토부, 건설현장 안전관리 규제 아닌 민간 자율 맡긴다",0
건설 현장별 ‘표준 안전디자인’ 개발한다,0
"‘2023 대한민국 지속가능화학위크’, 3월 22일 인천 송도에서 개최",0
"한은 ""산업용 로봇 늘린 만큼 산업재해 줄어""",0
"기업 40%, ""중대재해법 대비해 안전보건 투자 늘리겠다""",0
제빵공장 '20대 근로자 사망' 중대재해법 위반 SPL대표 검찰송치,0
"중대재해처벌법 시행 1년…“안전 전담 인력 둔 기업, 2배 이상 증가”",0
"중대재해법 시행 1년…부산기업, 안전 관련 인력·예산↑",0
중대재해처벌법 시행 1년...1월에도 58명이 퇴근하지 못했습니다,0
[단독] 법원이 법을 몰라서…중대재해법 재판 11건 중 7건 잘못 배당,0
빅데이터로 위험요인 분석…고위험사업장 8만개 선별·집중 관리,0
"""중대재해 즉시 알린다""…고용부, 기업 '오픈채팅방' 운영",0
"“안전보건 전문가 88%, 중대재해법상 처벌조항 과도하지 않아”",0
"중대재해법 1년만에 '솜방망이' 전락 우려…고용부, 징역·벌금 대신 과태료 검토",0
한국스마트안전보건협회 출범...고용부 설립 허가,0
"70대 하청 노동자, 덤프트럭 부딪혀 숨져…중대재해 조사",0
끼이고 떨어지고…보는 것 만으로도 “삶이 지옥 됐다”,0
지난해 중대재해 1위 건설업…제조업 사망사고 6.6% 증가,0
[뉴딥] '처벌 없이' 보낸 1년…중대재해법 운명은?,0
중대재해처벌법 시행 1년 만에 손질…자율예방 체계 중심으로,0
"건설 사고 절반은 장비…""검사 기준 높이고, 관리 대상은 좁혀야""",0
'계묘년' 건설업계 신년사 3대 키워드 '신성장·위기관리·안전',0
전문인력 부족·비용 부담… 대응능력 갖춘 기업 14%뿐 [중대재해법 기업 무방비],0
[중대재해법 1년] ②'타깃될라' 철강·중공업도 안전관리 총력전,0
‘한랭질환’ 산업재해 1월에 최다…동상·동창 주의,0
"[단독] ‘중대재해법 보완’ 재계 호소에…尹“결함 많은 법, 최대한 기업 편의를” 화답",0
건설현장에서 안전사고 사망자가 끊이질 않는 이유,0
'산재 1위' 건설 사업장 38만곳인데…근로감독관 1명이 2500곳 담당,0
"[포커스온] 중대재해처벌법 1년, 우리의 산업 안전은?",0
조선소 내 끼임 사고로 인한 사망사고…“중대산업재해 해당”,0
"중대재해, 처벌 대신 '자기규율'로 줄인다…로드맵 발표",0
정부 중대재해 감축 로드맵 발표 임박… 처벌에서 투자 촉진으로,0
[친절한 뉴스K] 반복되는 중대재해…예방책은?,0
10월 중대재해 44건 발생...중대재해법 예외 소기업이 59% 차지,0
"[산재 그만]⑥중대재해법, 수사·처벌에만 방점…산업별 특성 고려 필요",0
"“중대재해 줄이기 위한 사업주 자율 규제, 법 준수로 인정해야”",0
"(반복되는 건설사고)처벌 중심 중대재해법 문제…""충분한 공사기간 제공해야""",0
[산재 그만] ②OECD 수준 사고 감축…수술대 오르는 중대재해법,0
현대아울렛 화재 참사 ‘유통업계 중대재해법 1호’ 적용…오너 일가 입건 피해,0
"하청 근로자 사망, 원청 대표이사 중대재해 첫 기소",0
"[단독] “50인 미만 빼자”…기재부, 중대재해법 ‘적용유예 연장’ 시도",0
유통가 잇따른 ISO 인증 획득…ESG 경영 강화,0
식품제조업체 등 ‘안전불감증’…무관용 ‘불시감독’,0
"""근로자 관점으로 현장 안전 관리 실태 파악해야""",0
노동자 ‘안전’ 미흡 이유로 줄파업… 동시다발 셧다운 위기,0
"""안전보건 자료 쉽고 빠르게 찾아보세요""…목록집 발간",0
대형유통업체 10곳중 4곳 화재·산재 안전불감증,0
중대재해 10건 중 1건은 공공부문서 발생…비정규직·하청 집중,0
"증가하는 건설업 산재 사망자수…정부, 중대재해 감축 위해 나선다",0
[단독] ‘안전 투자 얼마나 했나’ 공시 검토…중대재해 줄일까?,0
올해 산업재해로 노동자 510명 숨져… 코레일은 올 4번째 사망사고 발생,0
"산업재해, 위기의 대한민국",0
화학물질 제조업체 10곳 중 한 곳은 누출로 인한 산업·시민재해 유발 위험,0
중대재해 감축 로드맵' 11월말로 연기…어떤 내용 들어가길래,0
[단독] ‘중대재해법 시행 9개월’ 올해 사망 노동자 206명…작년 추월,0
"중대재해법 9개월… 하루 1.8명꼴 사망, 줄지가 않는다",0
"""중대재해 줄이려면 '안전문화' 구축해야…처벌만으론 부작용""",0
"식품·유통업계, 연이은 사고에… ‘중대재해법’ 적용 여부 촉각",0
"“중대재해법, 법 모호·과잉 처벌” 헌재로",0
중대재해처벌법 첫 ‘위헌심판’ 신청…노동계 “무력화 중단해야”,0
추락·끼임 사망사고에도 산업현장 안전불감증 ‘심각’,0
[2022 국감] 중대재해법 시행에도 건설현장 안전사고 여전…국토부는 “현장조사 강화”,0
"대기업 10곳, 2년8개월간 안전보건 교육 미실시로 과태료 8억원",0
5년간 제조업 산재사망 1천17명…70%가 50인미만 업체서 발생,0
상반기 건설사고 사망 222명… 전체 산업계 ‘절반’,0
‘끼임 사고 사망’ 매년 100명… 시설 안전규정조차 없다,0
최근 10년간 산단 중대사고 283건…중소기업이 대기업의 1.7배,0
"‘10월은 산재의 달’…사망만 356명, 가장 많은 이유는?",0
올해 산업재해 민원 벌써 7423건…3년 전보다 3배 이상 급증,0
"대형 건설사, 큰 공사장에서만 안전수칙 준수?...산재는 증가",0
[단독] 작년 산재 은폐 적발 918건으로 4년래 최다,0
중대재해법 시행 후에도 446명 사망…법 유예 사업장서 281명 숨져,0
"한해 과로사 600명 중 산재 인정은 40% 불과…""보장성 강화해야""",0
16년치 사망자 분석 '하청이 원청 2배',0
"중소기업계 ""중대재해법 부담돼…전문인력 등 지원 절실""",0
최근 5년간 중대재해 3476건...22%는 작업중지 명령 없었다,0
"고용부, 첫 산안 감독협의회 개최 ""산재, 5년 내 OECD 평균수준으로""",0
중대재해법 손보는 노동부 “기업 자율·책임으로 패러다임 전환”,0
12월부터 건설현장 소방안전관리자 선임 의무화…안전 전문인력 확보 또 난항,0
"명절 직후 산재 사망사고 증가... 정부, 고위험사업장'안전 당부'",0
시행령으로 중대재해처벌법 완화?…올 상반기 재해 사망자만 1142명,0
‘시행 8개월’ 중대재해처벌법 짚어보니…처벌 아닌 예방 집중해야,0
중대재해법 시행 7개월여만 시행령 개정 수순…무엇이 바뀌나,0
중대재해법 CEO 의무범위 명확히…10개 법령 준수 땐 처벌 면제 가능,0
중대재해처벌법 개정 방향 의견 충돌,0
"[중대법 손질, 안하나 못하나] 제조업ㆍ기타업종 사망사고는 오히려 늘어나",0
최근 5년간 추석 전후 하루 2.27명 산재사망…평소보다 20%↑,0
"철강업계, 일손 부족에 ‘울상’…”잔업은 옛말”",0
중대재해법 처벌에 과징금제 도입될까,0
"산재 막는 안전지킴이, 최저임금에 ‘줄퇴사’",0
"[이슈분석] 중대재해처벌법 시행 7개월, 효과 있었나?",0
"노동·시민사회 ""중대재해법 시행 7개월...산재 사고 여전""",0
"[중대재해처벌법, 그것이 알고싶다] 소규모 현장에서 발생한 중대산업재해는 누가ㆍ언제부터 부담할까",0
디지털 기술로 신속 실내긴급구조 체계 구축한다,0
AI·IoT 활용해 홍수피해 예측하고 골든타임 확보…디지털 안전망 만든다,0
"중소기업 옴부즈만 ""산업기능요원 산업재해 규정 개선 추진""",0
"끼임 사고 발생하면 즉시 전원 차단…정부 ""디지털 기술로 산업 현장 중대 재해 예방""",0
"중대재해에 인권침해, 담합까지...추락하는 철강업 ESG",0
"""돈 더 줘도 싫어요""…건설현장, 중대재해법 안전관리 인력난",0
"""종이호랑이 된 중대재해처벌법…수사 부실·장기화 우려""",0
시행 반년' 중대재해법 무색…건설업계 사망사고 속출,0
"폭우에 감전되고 추락하고…잇따른 작업장 사망, '중대재해법' 검토",0
"중대재해' 기업 10곳 중 4곳, 과거에도 사망사고",0
중대재해처벌법' 시행에도 중대재해 사망자 330명…개선 無,0
3D지도·로봇개로 건설현장 사고 막는다,0
"서울시, 중대재해시설 점검…""93건 개선 필요""",0
재해 걱정 없는 일터 조성 본격화…“실효성 있나”,0
[단독] 추락사 2건… 서울서도 중대재해법 첫 송치,0
중대재해처벌법 시행 반년…갈길 먼 무재해 공사현장,0
"서울시, 중대재해법 예방 총력…전담조직 신설",0
"경총 ""중대재해 발생 시 작업중지, 합리적으로 개선해야""",0
[중대재해법 6개월]④ 적용 대상·의무 규정 '모호하다',0
중대재해법 6개월…이달 ‘법 적용 사업장’ 사망사고 3배,0
"중대재해법' 적용되는 중대형 사업장, 7월 산재 사망 급증",0
"열사병도 중대재해로 처벌 가능...현장에선 ""스스로 예방""",0
고소작업차 ‘추락 사망’ 속출…“구조적 문제 있어”,0
중대재해법 시행후 건설현장 사망자↓…1분기 55명→2분기 44명,0
중대재해처벌법 시행 반년...보상 대책 마련 '갈 길 멀어',0
간과하기 쉽지만 산재다발 ‘비계작업’… “설치·해체 직접 해봐 안전 지켜”,0
"밀폐공간 질식재해 치명률 47.4%…""유해가스 꼭 확인을""",0
"종이 제조공장서 50대 노동자, 사일로에 매몰돼 숨져",0
"중대재해법 6개월 '초라한 성적표'…기업부담만 늘어, 수정절실",0
중대재해처벌법 시행 반년..제주 노동자 사망사고 되레 '증가',0
"""중대재해 낮추려면 처벌 아닌 지원·예방중심으로 바꿔야""",0
상반기 산업재해 사망 근로자 320명…건설업이 절반,0
올 상반기 산업재해로 숨진 근로자 320명,0
중대재해법 예방활동 덕 봤나…상반기 사망사고 9.3% 감소,0
“중대재해법 시행령 개정·현장 안전 OECD 수준으로”…고용부 업무보고,0
"노동부, 중대재해법 ‘경영책임자 범위 확대’ 안 한다",0
기업인 감옥행` 줄어들까… 공정거래법·중대재해법 형벌 손본다,0
중대재해법 시대 ‘취업 백지수표’ 자격증… 건설·산업 안전기사 시험에 응시자 몰린다,0
韓은 기업인 벌주기 좋은 나라?…선진국 처벌 따져보니,0
공인노무사 직무 범위에 중대재해법·가사근로자법 관련 추가,0
‘집단 급성중독’…중대재해법 경영책임자 첫 기소,0
"""무서워서 사업 못하겠네""…중대재해법 반년만에 손질, 왜?",0
"KCA, 중대재해법 대비…종합 안전훈련 실시",0
"""중대재해법 개념부터 명확히"" 목소리 다시 높이는 경제계",0
"이정식 고용장관 ""중대재해법은 규제 아닌 ESG 경영의 척도”",0
"정부, 중대재해처벌법 손본다…사업자 책임 완화 추진",0
학동붕괴참사 1주년…정·재계 “중대재해처벌 완화” 목소리,0
"[중대재해처벌법 현황과 전망 中] 담론을 넘어 삶의 현장으로...""절반의 완성“",0
중대재해법 100일…中企 81.3% “경영상 부담 크다”,0
음성 대학 캠퍼스서 근로자 추락사…중대재해처벌법 조사,0
"""부산을 산업재해 없는 도시로""…개선사항 190건 발굴",0
"화성서 끼임사고, 경기 중대재해 3호 되나…",0
중대재해법 원년 산업안전수준 높일 대한민국 최대 행사 열린다,0
"인천서 소형크레인 사고 잇따라…노조 ""대책 마련해야“",0
"[중대재해처벌법 시대, 위험에 남겨진 사람들 ①] ‘건설기계 바깥’의 건설기계 운전자",0
중대재해법 시행됐지만 올해 지자체서 노동자 15명 사망,0
한달 사망자만 50명…속도 붙은 중대재해법 ‘힘빼기’에 현장은 불안,0
중대재해법 시행에도…5개월동안 노후산단에서 24명 사상,0
"중대법 사고 85%, 고용부 예측 범위에 있었다",0
올해 산재 사망자 벌써 270명·하루 2명씩 사망…약발 안받는 중대재해법,0
"50인 미만 소규모 사업장들, 중대재해법 대응 속도낸다",0
중대재해법 안 먹히나…제조업 사망사고 '위험 경보’ 발령,0
"[중대재해처벌법 100일] 재해 사고, 제조업 45%ㆍ건설 37%… 中企 안전관리 ‘사각지대’",0
푸들 피해 달아나다 '꽈당' 다친 10대…목줄 안 한 견주 '과실' 산업재해 사망 '나홀로 증가'…공사금액 50억↑ 현장 집중단속 양대 노총 11만 명 서울 도심 집결…“노란봉투법 즉각 시행”,0
"""약 주입 쉽고 더 안전하게""…'세이프 질정 주입기' 출시 산재보험법과 중대재해처벌법으로 본 과로사 한화 건설부문서 중대재해법 후 5명 숨져…노동당국, 현장 일제감독",0
전자레인지서 '이만큼' 떨어져야 전자파 안전 중대재해처벌법 위반 제조업체 대표 집행유예 중대재해처벌법 위반 제조업체 대표 집행유예,0
"이한경 재난안전본부장 ""가을철 산불 조기진화 역량 결집해야"" 중대재해처벌법 위반 철강제품 제조업체 대표 징역형 집유 산재보험법과 중대재해처벌법으로 본 과로사",0
"“시민 안전 내세워 자기들 배만 불리나”...시민도, 노조도 이해 못 하는 지하철 파업 한국환경공단, 중대재해 근절 산업안전보건 강조기간 운영 구리시 주차빌딩 건설현장서 작업자 1명 추락해 숨져",0
"민간인 대피, 매일 4시간 교전중지…이스라엘 “안전한 이동 보장” 노동부, 중대재해로 5명 사망 한화 전국 현장 일제 감독 제주 아파트 공사장서 근로자 추락사…중대재해 적용 조사",0
"CJ대한통운, ‘제1회 항만안전대상’ 대상 수상 세종시교육청, 산업재해예방 '산업안전보건교육' 실시 중대재해처벌법 위반 철강제품 제조업체 대표 징역형 집유",0
"""후쿠시마 파견 전문가, 상류수조 도장 팽창 현상 '안전성 무관' 확인"" 충남도의회 기획경제위, 산업현장 재해대책 마련 촉구 동탄 GTX 공사장서 자재 떨어져 1명 사망…중대재해 조사",0
"[르포+] 이름만 보행자 우선도로?…차 '쌩쌩' 위협받는 보행자 안전 대구시교육청, 중대재해예방 건설현장 안전보건관계자 실무교육 실시 50억 이상 공사현장만 산업재해 증가…정부, 현장 집중단속",0
"완도군, ‘식품안전관리 우수기관’ 선정 [무등의 아침] “잇단 지게차 안전사고 배경은?…중대재해처벌법 무력화 시도 중단해야” 중대재해 사망사고 2년새 '5명'… 한화건설부문 현장 일제 감독",0
"서울지하철노조 파업 출정식…""인력감축·안전업무 외주 철회"" 25년차 항공승무원 암 발병…산업재해 최초로 인정 또 지게차 사망사고…민주노총 ""중대재해처벌법 전면 적용해야""",0
"빈대 내성 덜한 살충제 8개 긴급 승인…""효과·안전성 검증"" 대구시교육청, 중대재해예방 건설현장 안전보건관계자 실무교육 실시 철도공사 현장서 노동자 작업대 맞아 숨져…중대재해법 조사",0
'126만 방문' 진주유등축제 성공에 재난안전통신망 있었다 중대재해법 제외 사업장서 사망자 대폭 줄었다 노동자 중대재해법 의무교육서 “경영자에게 가혹”,0
"CJ대한통운, 항만안전대상서 해양수산부장관상 수상 기아 협력업체의 하청, 지게차 사망사고…원청 중대재해 조사 산업단지공단 전남본부 중대재해처벌법 적용사례 공유",0
"이한경 재난안전본부장, 헬기 조정사 교육훈련 점검 '중대재해법 적용' 사업장, 산재 사망자 줄었다 [무등의 아침] “잇단 지게차 안전사고 배경은?…중대재해처벌법 무력화 시도 중단해야”",0
"서울시 ""명분없는 지하철 파업 타협없다""…현장 복귀 촉구 [무등의 아침] “잇단 지게차 안전사고 배경은?…중대재해처벌법 무력화 시도 중단해야” 대구시교육청, 중대재해예방 건설현장 안전보건관계자 실무교육 실시",0
"완도군, ‘식품안전관리 우수기관’ 선정 공장·공사장에서 스러진 노동자들…중대재해, 그 비극의 기록 제주 아파트 신축공사장서 60대 추락사…중대재해법 위반 조사",0
"'편안하고 안전한' 스마트홈, 전자업계'신성장 동력' 부상 대성에너지㈜, 대구고용노동청과 산업재해 예방 협약 이원석 검찰총장, 울산 방문 ""중대재해처벌법 철저하게 적용""",0
"‘이스라엘보다 불안하고, 가자지구보다 안전한’ 서울 [강천석 칼럼] 이원석 검찰총장, 울산 방문 ""중대재해처벌법 철저하게 적용"" 대전상의-대전고용노동청, 상공인 간담회…중대재해처벌법 기업 발목 잡아",0
"전자레인지서 '이만큼' 떨어져야 전자파 안전 생명과 안전 위협하는, 보수신문의 중대재해법 무용론 중대재해법 제외 사업장서 사망자 대폭 줄었다",0
"윤 ""소방관에 세계최고 수준 안전 장구 제공·유가족 지원 강화"" (종합) [이슈&인물] 노정환 변호사 ""중대재해처벌법, 기업책임만 부각…처벌만능 안돼"" 중대재해 적용 공사장 인부 추락사…사고 뒤에야 안전망 설치",0
"국토안전관리원-한국환경공단, 지하안전관리 강화 협약 생산 재개됐지만···협력업체 중대재해, 후폭풍은 기아가 감당 [이슈&인물] 노정환 변호사 ""중대재해처벌법, 기업책임만 부각…처벌만능 안돼""",0
"풀무원, 117개 협력사와 ‘식품품질안전 컨퍼런스’ 개최 한전MCS, 안전감시 내실화로 '산업재해' 예방 나선다 '중대재해법 적용' 사업장, 산재 사망자 줄었다",0
"경기남부청 '시민안전모델' 만들자 범죄 줄었다 경남도 산업재해예방위원회 개최 기아 협력업체의 하청, 지게차 사망사고…원청 중대재해 조사",0
"산업부, '제품안전' 45점 유공 포상…규제 합리화 나서 중대재해 첫 기소 두성산업 대표 1심서 집유…이번에도 ‘합의’ 이유 전국 중대재해 판결 8건 분석, 대부분 집행유예",0
"'급식실 없는' 강원 119안전센터 수두룩…대책 마련 촉구 이해욱 DL그룹 회장, 국회 산업재해 청문회 선다 공장·공사장에서 스러진 노동자들…중대재해, 그 비극의 기록",0
"사람죽인 로봇, 상자로 착각해 압착 사고... 로봇 공정, 안전 비상등 창녕군, ""'산업재해 없는 안전한 창녕군' 토대 마련할 것"" 생명과 안전 위협하는, 보수신문의 중대재해법 무용론",0
"제품안전의 날 기념식…LG전자 김종필 전무, 동탑산업훈장 받아 “산업재해 예방 협력” … 대구노동청·대성에너지 손잡았다 ‘오송 수사’ 앞둔 김영환 살리기? 충북, 중대재해 조례 ‘뒷북’ 통과",0
"(사)한국석면안전협회, 한국나눔연맹 천사무료급식소 기부금 전달 “15㎝ 균열 무시, 화정아이파크 참사로” 중대재해 백서의 ‘그날’ 중대재해 적용 공사장 인부 추락사…사고 뒤에야 안전망 설치",0
"[건강당당] 당뇨인, 건강하고 안전하게 겨울 운동하려면? '중대재해법 첫 기소' 두성산업 대표 집행유예... 위헌 신청 기각 생산 재개됐지만···협력업체 중대재해, 후폭풍은 기아가 감당",0
"'제14회 보행자의 날' 인사말하는 박선영 한국교통안전공단 미래모빌리티본부장 철도공사 현장서 철제구조물 떨어져 1명 사망…중대 재해 조사 올해 광주·전남 지게차 사망 사고 7건…""법령 위반 엄정 처벌을""",0
"서울교통공사 노조 ""인력감축·안전업무 외주화 철회하라"" [자막뉴스] 위암으로 사망한 승무원...""방사능 피폭 누적"" 산업재해 첫 판정 노동계, '중대재해법 1호 기소' 위헌 제청 기각에 ""논란 종지부""",0
"경남도-수자원공사, 깨끗하고 안전한 물 공급 '맞손' 경기도, 중대재해예방 위한 관리감독자 교육 중대재해처벌법 1호 판결은? 사용업체,판매사 처벌 달라",0
"외교부, 여행업계 간담회…한국인 안전 여행 협조 당부 법원 ""의학적 증명 부족해도 업무상 재해 인정 가능"" LG유플, 산업현장 안전관리 솔루션 출시",0
"전남개발공사, 나주·목포 취약계층 130가구 안전키트 전달 무더위 속 숨진 코스트코 노동자…산업재해 인정 받아 LG유플러스 ""중대재해처벌법 의무활동 지원""",0
"김용화 현대차 CTO “자율주행 레벨3 적용 미정…안전 최우선” KT, 안전보건경영시스템 국제표준 인증 획득...""산업 재해 예방 노력 인정받아"" 율촌ㆍ건설법무학회, 14일 ‘중대재해ㆍ부실벌점’ 학술대회",0
"유엔, 10일 안보리 개최한다…가자지구 사망자 1만 명↑[이-팔 전쟁] 올해 9월까지 산업재해 사망자 459명...전년대비 10% 감소 경기도, 중대재해예방 위한 관리감독자 교육",0
"""선거조직이냐""..광주환경공단, 재난안전관리·이사장 홍보영상 질타 ""CSO는 없었다"" 중대재해법 판결 전부 톺아보니… ""중대재해처벌법 사업장 전면 적용하라""",0
"금호석유화학그룹, 지속가능 '환경안전 역량' 강화 총력 평창군, 건설안전 합동캠페인 ""재해율 낮추자"" 중대재해처벌법 위헌심판 기각… 결정문 들여다보니",0
"TS미래 모빌리티 교통안전 체험행사 한화 시공 제주도 공사현장에서 노동자 사망 중대재해 발생 이해욱 DL그룹 회장, 국회 산업재해 청문회 선다",0
"김현수, 안전하게 1점 추가 [포토] 포항시, 녹지·산림·하천 분야 산업재해 예방을 위한 교육 실시 중대재해 '제로' 외쳤던 기아 오토랜드 광주…협력업체 안전사고로 공장 '올스톱'",0
"이주호, 13일 시험장 방문해 수능 준비 상황·안전 점검 중대재해처벌법 위헌심판 기각… 결정문 들여다보니 '우려가 현실로' 중대재해법에 멈춘 기아차 광주공장",0
"경주시, 제15회 다산목민대상서 행정안전부장관상 수상 중대재해법이 과잉처벌?…법원, 사용자 ‘억지 주장’ 반박 [뉴스AS] 로봇에 의한 중대재해, 책임은 누가 질까",0
"머스크의 '화성 식민지' 집착이 근로자의 안전을 위협하고 있다 대구노동청, 대성에너지와 산업재해 예방을 위한 업무협약 체결 중대재해법이 과잉처벌?…법원, 사용자 ‘억지 주장’ 반박 [뉴스AS]",0
"""안전한 자율주행 위해선 소비자에 기술 장단점 알려야"" 오산시, 중대재해 담당자 실무교육 진행 ""CSO는 없었다"" 중대재해법 판결 전부 톺아보니…",0
"강원도로공사, 소형화물차 교통안전캠페인…지정차로 준수 화성시, 현업 근로자 중대산업재해 예방 나서 광주 제조공장서 지게차 치여 40대 숨져…중대재해법 조사(종합)",0
"GH, 건설현장 안전사고 비상모의훈련 실시 올해 대형건설사 중대재해 28%·사망자 18% 급증…약발 안받는 중대재해법 [종합] 한화 제주 공사장서 하청근로자 추락사…고용부, 중대재해법 위반 조사",0
"윤 대통령 ""용기 있는 소방관 가진 나라가 안전한 나라"" 경기도, 중대산업재해 예방 '안전보건관리감독자 직무교육' 실시 중대법 시행에도…사망사고는 여전 [우리들의 생각]",0
"창원시, 겨울철 시민 안전·민생·복지 챙긴다…종합대책 마련 [탁종열의 노동보도 톺아보기] 생명과 안전 위협하는 보수신문의 중대재해처벌법 무용론 [알고보니] 중대재해처벌법이 기업 위협한다?",0
"고분양가에 지친 청약자들 …‘안전마진’ 단지 관심 늘어 [짤막상식] 산업재해로 인정 '우주방사선'이란? ""중대재해 사망사고 재발방지 대책 세워라""",0
"대로변에 ‘1급 발암물질’ 석면 폐기물 1t 떡하니…""이중 포장돼 안전"" 황당 답변 영주시, 중대산업재해 예방 위험성 평가 교육 '중대재해법 적용' 사업장, 산재 사망자 줄어…건설업은 증가",0
"과천시, 대형 건축공사장 대상 동절기 '안전관리 실태점검' [2023 스마트건설대상] 자이에스앤디, 임직원 모두의 협력으로 ‘중대재해 제로’ 아파트 공사장서 60대 노동자 추락해 숨져…중대재해 조사",0
"한국선급, 제주자치도 풍력발전시설 안전점검 ""공사 현장 안전사고 막아라"".. 중대재해 예방 강조 기간 운영 남광토건 GTX-A 공사현장서 하청 근로자 사망…중대재해처벌법 대상",0
"강남구, 바르셀로나 SCEWC에서 '안전·회복 최우수도시' 수상 8건 재판중 실형은 단 1건…중대재해처벌법 태생적 한계? 폭염 속 일하다 숨진 코스트코 노동자 산재 인정‥""업무상 재해""",0
